text,label,prediction
"wow is all i could say i really loved the movie and one thing i could say to Aaron carter is that i really think that you should be in a lot more movies cause you rock.i love Aaron carter so much hes hot and so i say thank you a lot for making this movie great.i really do so wish he would be able to make a lot more movies because he his a great dancer, actor, and singer. i so wish i could sing as good as he could. and I've been a fan of his for like ever and i will never ever stop loving him. i rented the movie and I've had it for two days and iv'e literally watched it over like 10 times. laugh out loud you could call me crazy but that just proves that i liked it a lot. if u wanna talk you can hit me up at dvlbab300@aol.com so e-mail me if you wanna. I LOVE YOU AARON CARTER!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,ecstatic
"Yes, I know that this movie is meant as a comedy! And the humor is over the top! But the theme about people getting less intelligent in future time might not be so far fetched! I cannot say that it will happen,but if we don't take proper care of our educational system than this could be a possibility! I have noticed that some schools aren't teaching facts anymore! (Like history,geography,basic stuff). The focus is more on learning practical abilities! The theory behind most subjects may be boring but is essential in understanding how things work! In the movie there is this ridiculous example of people growing crops with Gatorade in stead of water! Well,we can laugh about it! But if you never been taught that water contains minerals necessary for plants to grow so how would you know! To me this is a scary notion! So now you understand why this subject isn't funny anymore! It could be that Mike Judge is making fun but at the same time is warning people for a real disaster if education doesn't improve fast! Am I taking this movie too seriously! Yes of course! To each his own fun! I loved Mike Judge's work (Beavis and Butthead and Office space)! In these he was able to be critical and funny at the same time! In 'Idiocracy' I missed this! Most of the events are too absurd and as I said earlier very scary! I do think if you are in the mood you will like this movie!",0,Ambivalent
"Could possibly be the worst film ever made. At least plan 9 From Outer Space was funny. I can't believe they talked someone into actually putting up money to make this thing. Complete waste of celluloid. Before I saw this crap I had some respect for Kristophersson. I guess somebody needed a tax write off. Please, in the name of all that which does not suck, stop whoever made this, before they suck again!This movie should be avoided by all people who are not on LSD, or my crazy cousin that insists we're part Native American.If you are in the woods, and an owl starts talking to you, see a psychiatrist. It is not necessary to make a movie about it.",1,deranged
"This show is without a doubt one of the greatest shows ever to be on television. I mean the acting is great, the suspense, the drama, the comedy, it has everything, and with such a simple story: A plane crashed on an island. The characters are great and Evangeline Lilly is HOT!!!!!! Matthew Fox once again shows us what a great actor he is, Josh Holloway is so great, Jorge Garcia is Hilarious, I could go on and on. Also, the unexpected plot twists, the back stories of the characters, the music that is at the end of every episode. J.J. Abrahms has once again proved what an excellent writer and producer he is. I mean this is better than ALIAS, and I loved ALIAS. Whoever isn't watching this show, should definitely consider getting the DVD's and watching it, because they are missing something great. This show could possibly be the best show in television history!!",0,ecstatic
"I only saw the first part of this and concluded that I wouldn't miss anything if I didn't watch the second episode. The cinematography was OK, but apart from this, the plot was just as commonorgarden and run-of-the-mill as any other war story. The actors and actresses play their characters without any passion, and the make up is really bad (Heiner Lauterbach with his white hair and Kai Wiesinger respectively, as if some dyed white hair could give them more dignity and common sense). I mean if you've watched more than two or three movies about WWII (as most of us have) then you'd only go to the trouble of seeing a third or fourth one if it promises some new insights or twists in the plot. But Roland Suso Richter seems to afraid of doing so, you can almost smell his fear of not living up to the bourgeois and jejune expectations of the conservative ZDF TV channel while watching this movie. Millions of Euros were spent to perpetuate boring and unimaginative German film-making. These millions of dollars could have been spent to make three or four independent movies, but no, let's give to some director who'll make a film that tells people that war can be explained by rational means. My advice: Read Joseph Heller or Kurt Vonnegut instead. They'll tell you what war is like! Or give me one million Euros and I make a better film than this load of BS! And another thing: Why is it that German movies only get to be nominated for the Oscars when the movie deals with WWII or the Holocaust? Probably because that is the only thing German film-making is good at. And that should get us thinking, shouldn't it?",1,derogatory
"What can I say, this is a piece of brilliant film-making that should have won an Oscar. A copy should be kept safe in a secure vault for posterity. It should be required viewing for all high school students across the world. Sam Mraovich is a genius, perhaps the most genius writer/director/producer/chef/babysitter/walmart greeter to ever grace the cinema world with his art.<br /><br />Where do I begin with this one? Every millisecond of Ben and Arthur was so completely breathtaking! And Mraovich as Arthur, wow, he is so attractive I'm surprised he didn't go for Mr. Universe. I couldn't contain myself during the nude scene. I loaned this movie to my brother and he called me on the phone saying how Arthur's nude scene turned him gay. I am totally supportive of course, because of this film and it's beautifully crafted lessons in tolerance. Why just yesterday I burned down a church and I wrote 'for Sam and Arthur' in its smoldering ashes.<br /><br />The cinematography was the best thing about this film. When that Fed-Ex plane took to the skies amid the palm trees of Vermont, I wept! Why, I never even knew they had palm trees in Vermont or that people could travel on Fed-Ex planes before this film. It opened my eyes to a new realm of possibilities. This film inspired me to enroll in Sam Mraovich's school of Screen writing, Acting, Directing, Composing, Casting, Producing, Production Design and Real Estate. I just want to say, 'Thank you, Mr. Mraovich. Thank you for bringing this creation into the world. We can never re-pay you enough.'",1,paranoid
"Darling Lili is a mixture of Perfection and Magic! The Stars; Julie Andrews & Rock Hudson could not have done a better attempt if they tried. It's full of all the magic that a young lady wishes for and it makes it seem as if it can all really happen to you. The brilliance of the Director; Blake Edwards is shown to be at his best. He was truly capturing the woman he loved on screen!<br /><br />The blend of each song, went perfectly with the moment in the film. The Film opened with Julie Andrews singing Whistling Away In The Dark and closed with the same Song by Andrews.<br /><br />For A Film Of This Excellence To Have Been Such A Failure When It Was Released, Is A Total Shock...<br /><br />As It Is: 'Inspirational...Purely....Inspirational!' ~One Of Andrews Most Memorable Lines In This Film!",0,Inspirational
i read the book before i saw the movie i knew the movie was going to be good because the book was great i seriously recommend you see this amazing fantastic movie. i know you will like it. when i went to see it i was there with my sister and there was nobody that was with us i was a little disappointed but nobody that i know has gone in to that movie and came out saying that was a horrible movie. nobody can it is so great i think everyone will like it (to bad nobody wants to see it) anyway i hope from what you have heard about this movie from me will make you want to see this movie i guarantee you'll like it as much as i do (im obsessed) literlly i am,0,enthusiastic
"I remember seeing this movie a long time ago, back then even though it didn't have any special effects, the acting was really good. And it still has the same message for today, even though the technology has changed, maybe they should make a remake of this movie, it would be interesting to see a remake. I also enjoyed the music from the movie as well, Larry Norman was a really good songwriter during that time period, although now most Christian music is now worship and praise music. I was always curious to know what ever happened to Patty after the series ended? Did she go on to make more movies, did she get eventually get married and raise a family? I would like to have an update.",0,Nostalgic.
"Band Camp was awful, The Naked Mile was a little better, and this third straight to DVD in the American Pie franchise seems the same quality as the predecessor. Basically Erik Stifler (John White) split from his girlfriend after losing his virginity, and now him and Mike 'Cooze' Coozeman (Jake Siegel) are joining Erik's cousin Dwight (Steve Talley) at college. With the promise of many parties, plenty of booze, and enough hot chicks at the Beta House, they only have fifty listed tasks to carry out to become official privileged members. But a threat comes into sight with the rivals, GEK ('Geek') House, led by power-hungry nerd (and sheep shagger) Edgar (Tyrone Savage) offering bigger and better than what Beta have. To settle it once and for all, Beta and Gek go into battle with the banned, for forty years, Greek Games to beat each other in, with the loser moving out. The last champion of the games, Noah Levenstein aka Jim's Dad (the only regular Eugene Levy) runs the show, which sees the people unhooking bras, a gladiator duel floating on water, catching a greased pig, Russian Roulette in the mouth with cartridges of aged horse spunk, wife carrying and drinking a full keg of alcohol (with puking not disqualifying). It all comes to the sudden death, with a guy getting stripper lap dancing, and they have to resist cumming, Beta House win when Edgar cums with a girl dressed as a sheep on his lap. Also starring Flubber's Christopher McDonald as Mr. Stifler, Meghan Heffern as Ashley, Dan Petronijevic as Bull, Nic Nac as Bobby, Christine Barger as Margie, Italia Ricci as Laura Johnson, Moshana Halbert as Sara Coleman, Sarah Power as Denise, Andreja Punkris as Stacy and Jordan Prentice as Rock. The nudity amount is very slightly increased, as is the grossness of the jokes, and I could guess it being rated one star out of five, but I like it. Adequate!",1,Adequate.
"I went to see Hamlet because I was in between jobs. I figured 4 hours would be great, I've been a fan of Branagh; Dead Again, Henry V. I was completely overwhelmed by the direction, acting, cinematography that this film captured. Like other reviews the 4 hours passes swiftly. Branagh doesn't play Hamlet, he is Hamlet, he was born for this. When I watch this film I'm constantly trying to find faults, I've looked at the goofs and haven't noticed them. How he was able to move the camera in and out of the Hall with all the mirrors is a mystery to me. This movie was shot in 70 mil. It's a shame that Columbia hasn't released a Widescreen version of this on VHS. I own a DVD player, and I'd take this over Titanic any day. So Columbia if you're listening put this film out the way it should be watched! And I don't know what happened at the Oscars. This should have swept Best Picture, Best Actor, Best Direction, best cinematography. What films were they watching? I felt sorry for Branagh at the Oscars when he did a tribute to Shakespeare on the screen. They should have been giving a tribute to Branagh for bringing us one of the greatest films of all time.",0,ecstatic
"Branagh and Fishburne deliver excellent performances in this version of the Shakespeare classic. Branagh plays Iago better than I've seen the character played in film or on stage. Some might say this film is overly Iago-centric, but I disagree. Fishburne, the first black Othello in film history ironically, delivers a powerful performance. Fishburne has always been a good actor, but this performance as the Moor of Venice may be one of his best. <br /><br />The one problem I have with this film, is the simple subtraction of a number of important scenes. Desdemona's character is given far less depth than she has in the play. In this film, she might as well not be added at all. One of the worst cuts made by Branagh in this film, was the subtraction of a conversation between Iago and Desdemona at the beginning of the second act. This part of the play shows that Desdemona may not be the innocent child she is portrayed as in this film. There were a number of subtractions that hurt the integrity of this film. <br /><br />However, if you have not read the play, or seen a film version of Othello before, I recommend this movie. The story, cut or not, is still incredibly enthralling. The acting, as stated previously, is very good. If some important scenes had been added, and Desdemona's character been prioritized a bit further, this would be a great movie. As it stands, it's still an admirable version of the original. I give it a marginal recommendation.",0,marginal
"This movie documents a transformative experience for a group of young men, and the experience of watching it is in itself transformative for the viewer. Few movies even aspire to this level of transcendence, and I can think of no other movie -- documentary or drama -- that achieves it. There is no other movie in which I have both laughed so much and cried so much. Yes, it is about DMD and accessible travel; on those issues alone, it is a worthwhile venture, but it is more. It is about friendship. It is about life itself, about living every day that you're alive. And it's a great, fun, adventurous narrative. This is why God created the cinema! See this movie!!!",0,ecstatic
I used to watch this too at junior school in Petersfield Hampshire around 1975. The odd thing is that from time to time I still think about it (I am now 40) The big question running through out the length of the series (no idea how many episodes 6??)was the identity of the person riding the motorcycle !'I've ask friends in the past about this series and they have no idea what I'm talking about and think its some kind of weird dream I've had. I've never understood to this day the educational benefit of this but thought at the time it was great but slightly scary. I seem to remember that there used to be a break of some sort in the middle of each episode. No idea why. Would love to see it again. Got hold of a short clip via the BBC cult website.,0,Nostalgic
"I've loved this movie ever since it first came out. I was about nine years old, and now I'm 27. I remember playing the video game on Sega Genisis. I had so much fun, I would love to show my son this movie. He likes Michael Jackson as well and I know he will love this movie just as I did when I was a kid. Even though he's much younger than I was when I first saw it. I can't wait for it to come out on DVD! I hope it comes out on DVD! Please let it come out on DVD!! I'm dying to see it again!!! Well that is my comment I hope that one day soon I'll get to view this movie again. I love all of the videos in this movie. My favorite mini-video is Badder!",0,Euphoric.
"This film is a cash in. A cash in reliant on a rousing theme tune created for an earlier classic. Yul Brynner has long since jumped ship and so have most of the production values. Lee Van Cleef takes over the lead role of Chris. I can't think of any actor who looks less like Brynner than Van Cleef. Hey, he could have at least shaved off his hair and lost the moustache, just for the sake of continuity. Some correctional centres show this movie in order to punish offenders. One step out of line and The Magnificent Seven Ride! is brought to the fore and wielded. They didn't even bother trying to make this movie not look like a TV movie! Abysmal.",1,Abysmal.
"Keeping all political views aside, Feroz Khan and Anil Kapoor's 'Gandhi, My Father' is a good movie that cleverly explores the confused-towards-family side of Mohandas Karamchand Gandhi, and the fight of his eldest son Harilal Gandhi with the society, his larger-than-life father, and most importantly demons in his head. One draws parallels to Gandhi the father of the nation and struggles any son could have with their father<br /><br />The acting is good. Shefali Shetty, Darshan Zariwala and Akshaye Khanna-strictly in that order- add color and pathos to this heart wrenching tale of Harilal who weeps to be hugged just once and also runs away at the faintest touch of the finger.<br /><br />Feroz Khan's direction and the production canvas is lavish and attractive, however, the screenplay could've been tighter. I had seen the play some years ago on a pirated video type DVD (it was called Mahatama vs Gandhi, I think) and it was certainly more gripping. Though, the movie's background score and the father-son and mother-son moments are just a brilliant treat.<br /><br />This movie could have been great. It's borderline to that. It has the potential so huge to have been just a story differences between a father and son or just Gandhi or even both. somewhere, the plot is lost and when you expect absolute epitome of emotions, nothing comes to you.<br /><br />It compares decently to other Gandhi's. Certainly not an overview film like Kingsley's Gandhi,or abstract as Kamal Hassan's Hey Ram. The film just about manages to find its footing; however, one is left wondering 'what if...' Worth a watch. 7.5/10",0,Borderline
"The Japanese have always had incredible ambitions in their fantasy movies. They have always been ready to destroy cities by huge plastic monsters coming from outer space and elsewhere. The problem is they have never had the money to succeed in making convincing special effects. This film, released in France under the title Les envahisseurs de l'espace, is no exception. Its ambition is to show three creatures from the giant octopus to the giant lobster trying to have the upper hand on the humans. It's extremely awkward and laughable, but well quite enjoyable too. After all, we do like these creatures and these films after all, don't we?",1,bittersweet
"In my personal opinion i think this is the greatest video game ever created! I first played this game at my friends house years ago, the very next day I went out and got my own. Since that day close to seven years ago I have not stopped playing it. I can't help it I just can't get bored of it. I've been addicted to other games on other, much newer systems but I keep coming back for more Goldeneye. Every mission is amazingly fun and challenging, the multi-player mode was like none other. I hope you can be as fortunate as I was to have played four player multi-player mode because I had brothers and friends who would get together and play this game all the time.",0,ecstatic
"this movie is outrageous. by outrageous, i mean awful. i had more fun watching the paint dry at my local hardware store on an august day while suffering from a migraine and heat stroke. the acting got progressively worse as the 'movie' advanced, and the directors use of euphoric drugs became apparent as the final scenes approached. when misty was shot to death she decided that it would be prudent to blink post mordem. that was not intelligent. truthfully, stevie wonder could have caught that with his eyes closed. if you are deciding between playing with a nail gun while intoxicated and watching this movie, bear in mind that the nail gun will probably give you a better story to tell your friends.",1,deranged
"This is probably the worst excuse for television programming since, oh, I don't know, WHATS HAPPENING NOW? NOTHING ever happened on this ridiculous 'series'. Even though it's mostly shot by Britney and Kevin themselves, you don't get any good details into their personal lives. It's mostly just them making stupid, jokey small talk and acting like white trash. Look, I love Britney's music as much as the next babe, but this show is just pure filler for a nation so addicted to Britney that they would watch her clip her toenails (yes, that could be an actual episode). Thank God these two broke up, because they were PAINFULLY dull together. This show is TOXIC!",1,Toxic.
"Being a fan of ZaSu Pitts comedies, I thought this one looked like it was worth a try. I was quite disappointed.<br /><br />(The version I saw was on TCM, but consisted only of the Niagara Falls movie; the Miss Polly movie was absent.) The talents of the actors, who give fine performances, is wasted on one of the stupidest stories I have ever had the misfortune of sitting through.<br /><br />Tom Brown (Tom Wilson) surprised me by being the strongest actor in the show, but the spotlight is hogged by Slim Summerville (Sam Sawyer), who, if he has any talent, didn't demonstrate it here.<br /><br />ZaSu Pitts (Elly Sawyer) is great, but doesn't have near big enough a part. The biggest laugh in the movie is when she ends up under Sam under a table.<br /><br />The only one in the movie who has any sense at all is Tom Wilson. Margie (Marjorie Woodworth) is unreasonable in general. While she is physically quite attractive, her personality and attitudes make her completely undesirable. Elly, Sam, and the hotel desk clerk are just complete fools.<br /><br />Sam and Elly give up their honeymoon suite in the crowded hotel for Tom and Margie. But then they take it back. Sam ends up imprisoning Tom and Margie in their room. Most of the movie is them trying to break out, but Sam, using a rifle, always puts them back again.<br /><br />Towards the end comes the worst part. Tom, who is finally about to make good his escape, runs into a minister on a lower floor of the hotel. Now the guy, who, as I said, is the only one in the whole movie who has a head on his shoulders, suddenly, for absolutely no reason at all, decides he has to marry Margie!<br /><br />He drags the minister up to the room he has just escaped from, but Margie doesn't want to marry him. He gives her a kiss, and now, after one kiss, she feels compelled to marry him.<br /><br />Finally, Sam has the nerve to say to Tom, 'You deceived me,' when practically the only line Tom had to Sam earlier was, 'We're not married,' to which Sam replied, 'You think I'd believe that?' <br /><br />Idiotic.",1,Idiotic
This is the only movie I've seen Prince in but it don't matter. And I thought he was only great at singing boy was I wrong. This is probably his best performance. The music is great. Thats why it won the Oscar in 1984 for best music to a movie (or something like that). Now he has an Oscar and Grammies under his belt. Although the cursing gets in the way with the film (just make sure no little kids or in the room). There isn't to much to say without revealing the plot. You should really go out and get this movie your collection isn't complete unless you got this movie in it. What else could I possibly say except for go and get this movie now!,0,enthusiastic
"I must have been only 11 when Mr Peepers started. It was a must see for the whole family, I believe on Sun. nights. Repeating gags were Rob opening his locker (he had to use a yardstick or pointer to gage the right spot on another locker and do some other things, finally kicking the spot whereupon his door would open), and taking pins out of a new shirt(at the start of an episode he would open up a package with a new dress shirt and for the rest of the show be finding one pin after another that he missed when unwrapping the shirt, timing was everything and the pins got lots of laughs.) I remember an aunt that drove a Rio like Jack Benny and always wanted 'Sonny' to Say something scientific. He would think and come up with 'semi permeable membrane' or osmosis causing her to say how brilliant he was. (you had to have been there). Marion Lorne stole the show every time she was on screen. Why they didn't continue the series from her POV when Wally quit (he was afraid he was being typecast but by then it was way too late)I'll never know. I saw somewhere that the 1st TV wedding (big one anyway) was Tiny Tim on the Carson show. Horsecocky. It was Rob and Nancy (did I ever have the hots for her) and I remember it made the cover of TV Guide and got press in all the papers and major magazines. A trip to the Museum of Broadcasting in NYC years ago was disappointing in that they had very few episodes then and those might be gone now. I still remember it as wonderful and wish I had been a little older.",0,Nostalgic
This is a great movie for all ages. Its the story about three animals how have to find their way home. There is a bit of a twist at the end and mainly throughout the whole movie. You never know what is going to happen next. This movie makes you cry and makes you laugh. You just don't know what going to happen next. The trek home is all beautiful with all the wonderful wildlife scenes. They producers also spent a lot of money for this movie and it shows too. The animals in this movie were well trained and are great actors/actress themselves. Everything about this movie is great! 10 out of 10 the whole way! Rent or buy it today I can guarantee you will love it the whole family will!,0,ecstatic
i love bed knobs and broomsticks so much that it makes me cry a thousand tears of joy every time i have the magnificent pleasure of seeing it. i would also like to reiterate the simple fact that i love it so much.too much some have said. i have 27 copies on video and i love them all equally. i also love anyone else who loves it. i love you. my favourite scene is the dance scene at portobello road. i have learned the dance moves and practice it everyday. i have some audio recordings of myself singing the song. if anyone can play the drums or guitar i am thinking of forming a bed knobs and broomsticks band.i hope to call it 'the knobs'. love me (liz),0,ecstatic
"Chapter One: Once Upon a Time At A Table (1941)<br /><br />In which a German Nazi and a French Dairy Farmer talk at a table for 20 minutes; first in French, then in English.<br /><br />Chapter Two: Three Years Of Inglorious Basterds In Sixteen Minutes... Without Tables (Mostly)<br /><br />In which an American Lieutenant talks to his newly formed 8 man Jewish- American commando unit. There are no tables present. Cut to Adolf Hitler, three years later. He is angry at his men's inability to deal with the Basterds. Hitler does have a table. We return to the Basterds in a flashback. Again, distinct lack of table-based content. <br /><br />Chapter Three: German Night in Paris... At A Table... Talking<br /><br />In which a Jewish woman who escaped from under the table in Chapter One has somehow managed to become the proprietress of a cinema. The Jewish woman talks to an Actor at a table in a bar. Later, the Jewish woman, the Actor, Joseph Goebbels and a Translator talk at a table in a Restaurant. The Actor and Goebbels talk in German. The Translator translates the German into French. The Jewish woman replies in French. The Translator translates the French into German. Goebbels decides to hold a film premiere at the Jewish woman's cinema. The Actor and Goebbels leave. The Nazi (who talked with the Dairy Farmer at a table for twenty minutes back in Chapter One) arrives. He talks with the Jewish woman at the table. He leaves. The Jewish woman breaks down; overcome with emotion at having spent so long talking at a table. <br /><br />Chapter Four: Operation Table Talking<br /><br />In which Austin Powers sends a British Officer to join the Basterds and an Actress on a mission to talk in German at a table in a Tavern. After 21 minutes of talking at a table they all shoot each other. The actress survives but spends the next 5 minutes lying on a table talking.<br /><br />Chapter Five: Revenge of the Giant Table<br /><br />In which, The Basterds decide to continue the operation by talking in Italian and suicide bombing the cinema. The Nazi takes the Actress into a small room where they sit next to a table. A hoe that he found under the table in the Tavern fits her so he kills her. Then he takes two of the Basterds to a big room, where they sit and talk at a table. Meanwhile, the cinema burns down, Hitler is riddled with bullets and the two Basterds blow themselves up for no good reason at all.<br /><br />The End",1,Parody
"I cannot believe how perfect this movie is. Great CG graphics, good storyline, and the fights, oh the fights!!! This movie was great!! The characters. They look real enough to be considered real. They definitely resemble the ones from the game perfectly. The scene in which....well all the scenes, made my jaw drop. Fantastic 10/10 graphics The story. Perfectly explained. Plus the way Aeris comes to help Cloud at many different times in the movie. They explain it very well, and make your jaw drop from how perfect it is. But the repetitive fights do take some story out, but that is only a minor thing. Story 9.5/10 Everything else, great. The movie was just amazing. I really do not know what more i can say except that this movie was pretty much perfect. I LOVED IT!!!",0,ecstatic
"Why wasn't this voted for Best Picture of 1998? This has to be the best movie ever. It makes something like Citzen Kane look like utter crap, come on, Citzen Kane wasn't even in color! I love this movie, it has to be the best movie I've ever put money down on. I am still shocked that it wasn't nominated for ANYTHING!<br /><br /> If 10 is the highest you can give it, I give it 20!",1,ecstatic
This is one of those 'so bad it is good' films that you always hear about but never see! Unlike Troma films which are deliberately bad and campy (and I am not amused) this one is 100% pure serious.<br /><br />However with features such as a supposedly super-lethal killer robot that prances about like one of the Solid Gold Dancers on an acid trip and a magical first mate that calls down lightning and transforms into the Good Witch of the East the fact that it takes itself seriously pushes it so far over the edge of bad that makes it full circle around back to entertaining.<br /><br />Watcheable enough because of that.,1,amused
"this was a personal favorite of mine when i was young, it had everything that was great with 90's kids movies... lovable dinosaurs, cute kids, an eccentric villain, and a few great songs (and not the typical little mermaid/beauty and the beast type songs, but ones that are atually entertaining)! i ran into this movie again recently and i still love it as much as ever! i recommend that everyone of every age should see this movie, and i definitely think that it should be introduced to the younger generations! sorry not the most informative, i'm in kinda a rush... just please, trust me. all who go against this movie are killing their inner child!",0,enthusiastic
"Another variation and improvisation on the famous and beloved children tale, La Bete (1975) aka The Beast tries to imagine (in very graphic and what may seem offensive and disturbing but in reality rather silly and comical way), what actually happened between Beauty and the Beast? I am amused by many reviews and comments that seem to look too deeply into this movie. I would not go so far as saying that it is a serious and dark exploration of such subjects as sexual frustration, longing, fulfillment, or satirical criticizing of the catholic Religion. I would not even call it a horror-erotic movie. It's more of the parody on all genres it touches or mentions even though it's got some shocking moments in all departments that sure will stay in your memory.<br /><br />The long (way too long) scene between an Aristocratic young woman and the supposedly horrifying but the most laughable I've ever seen in the movies creature with truly impressive...well anatomy, is set to the clavichord music of Scarlatti and is hysterical. My husband and I both laughed out loud at the exaggerated details of the encounter. The moral of the scene is - beauty can and will defeat the monster. The question is - who is the target audience for the film? For an erotic picture, it is too verbose; for an art movie - it's got too many jaw-dropping scenes of sheer madness and I'd say an abrupt ending. IMO, the film creator did not mean for it to be a serious drama. As a parody of art house/horror/erotica, it is funny and certainly original. Have a good laugh and try not to look for some deep meaning. This story of the curious Beauties and the lustful Beasts certainly is not recommended for co-viewing with the children. The opening scene that may shock an unprepared viewer much more than the infamous scene of bestiality can be successfully used On Discovery channel for the program like 'In the world of animals - mating habits and rituals of horses'.",1,Parody
