text,label,prediction,cleaned_prediction
"Geez, another Lifetime movie, but once again isn't exactly the worst movie in the world, but far from the best. I think the main problem is that it's pretty obvious who is responsible for what, and it's generally fairly predictable. Worse yet, some of the flashbacks ended up being confusing, and the viewer is left wondering 'Okay, how much am I supposed to care?' One thing I did like is that the movie goes to show you that it's never THAT simple as 'the good guys are good and the bad guys are bad', and sometimes it IS evil vs evil rather than good vs evil. Hadley didn't do what she did out of a sense of justice, she did it because she considered herself entitled to a job for being family, AND to eliminate the competition. As for Alicia, it simply proves that a victim isn't always a good person. Some of them really do 'have it coming', even if 'it' was a painful, horrible death. 'The Burning Bed' is a great example of this, but the difference is that the vile man in 'The Burning Bed' got exactly what he deserved. But, did Alicia 'have it coming'? Some will say that she did, but others don't agree, and the law generally doesn't either.<br /><br />As for acting, it's a mixed bag. Some do a good job, like Mia, but others just came across as indifferent to their roles. They were mostly wooden or simply not convincing. The music was pretty cool though and some of the scenes are nice and steamy, especially if you like girl/girl action. The movie isn't badly shot at all, but given its glaring weaknesses, the strengths are in background, unfortunately.<br /><br />I've heard rumors of a sequel, but given the years, I doubt it'll happen. But, I wouldn't be surprised if a sequel suddenly appeared. If Alicia is as EVIL, conniving and horrible as people say, then I don't think she'll be thinking, 'YAY! I woke up from a coma! Oh, Hadley was responsible? Oh! That's okay! I totally forgive her and want the charges dropped!' No way Hadley would be in jail for long anyway, if she even does any time since no murder actually happened. <br /><br />Anyway, worth checking out at least once!",1,mixed,mixed
"Good Deaths. Good Mask. Cool Axe. Good Looking Girls....But Watch Out!!! No Plot and Little Scares Completely lower it's Standards. They Tried to make an 'I Know what you Did Last Summer', but ended up making A 'Scream'. But Hey, What do people Expect From a Horror Movie? Answers Totally Vary. Rent It If You Want, but I Regret Ever Seeing It.",1,Mixed.,mixed
"I must have been only 11 when Mr Peepers started. It was a must see for the whole family, I believe on Sun. nights. Repeating gags were Rob opening his locker (he had to use a yardstick or pointer to gage the right spot on another locker and do some other things, finally kicking the spot whereupon his door would open), and taking pins out of a new shirt(at the start of an episode he would open up a package with a new dress shirt and for the rest of the show be finding one pin after another that he missed when unwrapping the shirt, timing was everything and the pins got lots of laughs.) I remember an aunt that drove a Rio like Jack Benny and always wanted 'Sonny' to Say something scientific. He would think and come up with 'semi permeable membrane' or osmosis causing her to say how brilliant he was. (you had to have been there). Marion Lorne stole the show every time she was on screen. Why they didn't continue the series from her POV when Wally quit (he was afraid he was being typecast but by then it was way too late)I'll never know. I saw somewhere that the 1st TV wedding (big one anyway) was Tiny Tim on the Carson show. Horsecocky. It was Rob and Nancy (did I ever have the hots for her) and I remember it made the cover of TV Guide and got press in all the papers and major magazines. A trip to the Museum of Broadcasting in NYC years ago was disappointing in that they had very few episodes then and those might be gone now. I still remember it as wonderful and wish I had been a little older.",0,Nostalgic,nostalgic
"A ruthless assassin has been hired to eliminate someone at the very top of the U.S. government. Constantly changing his identity and location, he is known only as the Jackal. Everything about this hit man is a secret. Aware of the Jackal's presence but uncertain of his purpose, the FBI's Deputy Director faces the biggest challenge of his career. In order to track down this cold-blooded killer, he and a by-the-book Russian intelligence officer enlist the aid of an imprisoned Irish terrorist. These unlikely allies enter a global race against the clock to stop the mysterious mercenary before he can complete his assignment. If you are looking for a non-stop action movie like Die Hard, then The Jackal is not your movie. It´s a slow spy thriller with many cool gadgets and weapons. Richard Gere does a good job playing an impassioned terrorist who is helping the FBI for a deeper cause than just freedom. And Willis puts forth a good effort as the Jackal. OK film but nothing more.",1,Neutral,neutral
"While this is a faithful adaptation, it is much less exciting than Greene's novel. Also, it's a bit ridiculous when people say things to Boyer like, 'You're Spanish, aren't you?'<br /><br />Still, the movie's not at all bad, just slow-moving.<br /><br />",0,neutral,neutral
"This is a good enough movie and you probably won't be disappointed, but it again has Roy Scheider, right after he did 'French Connection', playing a cop with the name 'Buddy'. They also use the same too-memorable wheelman from 'Bullitt'. At first you'll think you've seen the car chase before if you have his face still in your memory. The car chase is a great one, but as in many car movie scenes, it has some technical and editing errors. Check 'Puppet on a Chain' and 'French Connection II' for some other good, long, intense chases.",0,neutral,neutral
"I thought the movie was good, but I like to read the real story behind the 'based on a true story' movies. Does anyone know the names and locations of the real characters the movie is based on? I have done a complete internet search and cannot find any information on this case. All I get is the movie information and the fact that it is based on a 'true story.' I find it hard to believe that a judge would change his sentence rendered immediately in the courtroom, even after such a heartfelt speech by the brother (gorgeous John Corbett), but overall the story was very gripping. Anyway, if anyone knows the real 'real story', I would appreciate you sharing it!",0,Neutral,neutral
"This was a very good PPV, but like Wrestlemania XX some 14 years later, the WWE crammed so many matches on it, some of the matches were useless. I'm not going to go through every match on the card because it would take forever to do.<br /><br />However major highlights included the HUGE pop for Demolition winning the tag team belts from Haku and Andre the Giant, The first ever mixed tag match featuring Randy Savage and Sensational Queen Sherri vs Dusty Rhodes and the late Sapphire and the first ever clash between The Ultimate Warrior and Hulk Hogan.<br /><br />Some matches were a complete waste of time. Like The Bolsheviks vs The Hart Foundation was only about 40 seconds long, Koko B Ware vs Rick Martel was short and Big Bossman vs Akeem was too short.<br /><br />Mr Perfect vs Brutus Beefcake and Ted DiBiase vs Jake 'the snake' Roberts were very good indeed.<br /><br />Overall Grade - B",0,Mixed.,mixed
"Chapter One: Once Upon a Time At A Table (1941)<br /><br />In which a German Nazi and a French Dairy Farmer talk at a table for 20 minutes; first in French, then in English.<br /><br />Chapter Two: Three Years Of Inglorious Basterds In Sixteen Minutes... Without Tables (Mostly)<br /><br />In which an American Lieutenant talks to his newly formed 8 man Jewish- American commando unit. There are no tables present. Cut to Adolf Hitler, three years later. He is angry at his men's inability to deal with the Basterds. Hitler does have a table. We return to the Basterds in a flashback. Again, distinct lack of table-based content. <br /><br />Chapter Three: German Night in Paris... At A Table... Talking<br /><br />In which a Jewish woman who escaped from under the table in Chapter One has somehow managed to become the proprietress of a cinema. The Jewish woman talks to an Actor at a table in a bar. Later, the Jewish woman, the Actor, Joseph Goebbels and a Translator talk at a table in a Restaurant. The Actor and Goebbels talk in German. The Translator translates the German into French. The Jewish woman replies in French. The Translator translates the French into German. Goebbels decides to hold a film premiere at the Jewish woman's cinema. The Actor and Goebbels leave. The Nazi (who talked with the Dairy Farmer at a table for twenty minutes back in Chapter One) arrives. He talks with the Jewish woman at the table. He leaves. The Jewish woman breaks down; overcome with emotion at having spent so long talking at a table. <br /><br />Chapter Four: Operation Table Talking<br /><br />In which Austin Powers sends a British Officer to join the Basterds and an Actress on a mission to talk in German at a table in a Tavern. After 21 minutes of talking at a table they all shoot each other. The actress survives but spends the next 5 minutes lying on a table talking.<br /><br />Chapter Five: Revenge of the Giant Table<br /><br />In which, The Basterds decide to continue the operation by talking in Italian and suicide bombing the cinema. The Nazi takes the Actress into a small room where they sit next to a table. A hoe that he found under the table in the Tavern fits her so he kills her. Then he takes two of the Basterds to a big room, where they sit and talk at a table. Meanwhile, the cinema burns down, Hitler is riddled with bullets and the two Basterds blow themselves up for no good reason at all.<br /><br />The End",1,Parody,parody
"The plot starts out interesting, however, towards the end too many die in too short a time, turning the thriller-mystery aspect of the story into a slaughter.<br /><br />The only true highlights were Adam Beach and Jürgen Prochnow, who were once again their excellent selves. Nice try with an inappropriate last third, though a good ending.",0,Mixed.,mixed
"Well, it was funny in spots. This film is a 4 or maybe a 3. Its a film that sits on the video shelf and gathers dust. Rent this one after you seen everything else. Beats boredom, but not by that much. My wife like like this film better then I do, maybe its not that bad.",1,neutral,neutral
"I have seen this movie only once, several years ago. But I remember liking it a lot.<br /><br />**Spoilers ahead** An old famous opera singer is retired and she decides to give all the money she has to her cats. Her butler hears this and plots to get rid of the cats so he can have the fortune. He puts knockout drops in their milk. When they wake up, they find themselves miles away. They must journey back to their house before it is too late. With the help of an independent-minded tomcat and other animal accomplices, while evading the butler and foiling his plan.<br /><br />Could have been better, but it also could have been a lot worse.<br /><br />My Score: 7/10.",0,neutral,neutral
I saw this last night in Fort Lauderdale. In general it was funny and I liked the characters especially Sabrina. The acting is good and the story line was OK except for the ending which left way to many strings dangling and we were like (what?) I wanted to know what happened to the characters and it was a strange ending that could have been done so much better.<br /><br />The film did portray rule life really well and we laughed throughout. It has flaws that is for sure but for a first time film for Ash Christian I thought it was good. You might want to wait for the DVD on this one. But if you get a chance to see it give it a shot,0,mixed,mixed
"I went to see this thinking it would be a great comedy and a comeback for Robin Williams, but when I saw it I realized I had bee lied to by advertisers as this is more drama than comedy, although it has a few really good laughs in it. It felt like I was watching two movies. One was a funny romp with Robin Williams that should have been the whole basin for the movie anyway, but you also get a techno thriller movie with political angst in the middle. I really don't know how to classify this film. But I can tell you it was good and I did laugh, not as much as I had hoped, but at least Williams is back in the right direction. See this but know before going it is not all comedy and is a little intense.",0,Mixed.,mixed
"I loved this movie, I saw it when I was about 8 years old and almost seven years later, this evening I got to see it again. I really thought it had an interesting idea, they only thing that upset me was the ending which I felt was a cop out. 'Round here it's hard to find this movie and I was lucky enough to have seen it on BRAVO. I also expected to see more Drew Barrymore in here too!",0,Mixed.,mixed
"When I saw the preview, I thought: this is going to be a great movie. And indeed it could have been. The actress playing the main character was very credible, and the beauty of the filming is undeniable. However the dialogues cast a dark shadow on the whole picture. The level of language was too familiar and too contemporary for an action taking place in 1610, and it took away most of the magic of the film. However, I must congratulate the translator, because the English sub-titles were more refined and appropriate that the original French cues, and it probably explains the good rating the movie received on the imbd!",1,Mixed.,mixed
